provincia,descripción,precio,caracteristicas
Bacerlona,"Piso en calle de Muntaner, Sant Gervasi - Galvany, Barcelona","1,490,000 €",10 hab. 491 m² Planta 1ª exterior con ascensor
Bacerlona,"Piso en El Gòtic, Barcelona","1,395,000 €",5 hab. 336 m² exterior con ascensor
Bacerlona,"Piso en La Maternitat i Sant Ramon, Barcelona","650,000 €",3 hab. 138 m² Planta 1ª exterior con ascensor
Bacerlona,"Chalet adosado en El Putxet i el Farró, Barcelona","930,000 €",5 hab. 263 m²
Bacerlona,"Piso en La Marina del Port, Barcelona","225,000 €",3 hab. 87 m² Planta 3ª interior con ascensor
Bacerlona,"Piso en Vallcarca i els Penitents, Barcelona","695,000 €",3 hab. 167 m² Planta 1ª exterior con ascensor
Bacerlona,"Piso en Gran Via de les Corts Catalanes, Provençals del Poblenou, Barcelona","295,000 €",4 hab. 85 m² Planta 7ª exterior con ascensor
Bacerlona,"Piso en Sarrià, Barcelona","1,200,000 €",4 hab. 195 m² Planta 2ª exterior con ascensor
Bacerlona,"Piso en La Dreta de l'Eixample, Barcelona","1,295,000 €",3 hab. 145 m² exterior con ascensor
Girona,"Casa o chalet independiente en calle Roca Vila, Can Semi-Mas Nou-Mas Ros, Castell-Platja d'Aro","1,250,000 €",5 hab. 400 m²
Girona,"Casa o chalet independiente en Urbanitzacions, Blanes","598,000 €",6 hab. 479 m²
Girona,"Chalet adosado en calle Canigo, Els Pavos, Blanes","430,000 €",3 hab. 188 m²
Girona,"Chalet en Centre, Blanes","1,150,000 €",3 hab. 332 m²
Girona,"Chalet en Montjuïc, Girona","1,255,000 €",6 hab. 508 m²
Girona,"Casa o chalet independiente en carretera Santa Cristina d'Aro, Castell d'Aro, Castell-Platja d'Aro","440,000 €",4 hab. 201 m²
Girona,"Casa o chalet independiente en calle Mestre d'Aixa, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","690,000 €",4 hab. 288 m²
Girona,"Casa o chalet independiente en calle de la Riera Alta, 14, Centre, Blanes","285,000 €",9 hab. 357 m²
Girona,"Casa o chalet independiente en calle de la Tordera, Cabanyes-Mas Ambrós-Mas Pallí, Calonge","895,000 €",5 hab. 493 m²
Girona,"Casa o chalet independiente en avenida Europa, 128, Vilartagues i Tueda de Dalt, Sant Feliu de Guíxols","315,000 €",4 hab. 223 m²
Girona,"Casa o chalet independiente en carretera Platja Del Raco, 102, Sa Riera - Sa Fontansa, Begur","1,100,000 €",3 hab. 406 m²
Girona,"Casa o chalet independiente en calle Can Semi, Can Semi-Mas Nou-Mas Ros, Castell-Platja d'Aro","1,190,000 €",7 hab. 650 m²
Girona,"Chalet adosado en calle d'Antoni Ferrer, L'Eixample, Sant Feliu de Guíxols","330,000 €",3 hab. 147 m²
Girona,"Piso en ronda Ferran Puig, 1, Eixample, Girona","189,000 €",3 hab. 132 m² Entreplanta exterior con ascensor
Girona,"Casa o chalet independiente en avenida del Mas Nou, 315, Can Semi-Mas Nou-Mas Ros, Castell-Platja d'Aro","1,150,000 €",4 hab. 345 m²
Girona,"Casa o chalet independiente en Segre, Segre - Ebre - Ter, Empuriabrava","1,150,000 €",4 hab. 171 m²
Girona,"Dúplex en calle Joaquim Botet i Sisó, 33, Montilivi-Pericot, Girona","348,000 €",3 hab. 100 m² Planta 4ª exterior con ascensor
Girona,"Casa o chalet independiente en avenida del Mas Nou, Can Semi-Mas Nou-Mas Ros, Castell-Platja d'Aro","895,000 €",4 hab. 225 m²
Girona,"Piso en calle d'Oviedo, Barri de Tueda, Sant Feliu de Guíxols","187,000 €",3 hab. 75 m² Bajo exterior sin ascensor
Girona,"Piso en anselm clave, 3, Barri Vell, Girona","330,000 €",1 hab. 106 m² Planta 2ª exterior con ascensor
Girona,"Chalet adosado en Epsylon I, 8, L'Estartit, Torroella de Montgrí","230,000 €",3 hab. 106 m²
Girona,"Piso en paseo Marítim, 21, Salatar, Roses","400,000 €",2 hab. 66 m² Planta 1ª exterior sin ascensor
Girona,"Casa o chalet independiente en Montgrí, Montgrí, Empuriabrava","499,000 €",3 hab. 210 m²
Girona,"Ático en pescadors, Centre, Roses","233,000 €",3 hab. 104 m² Planta 3ª exterior sin ascensor
Girona,"Piso en avenida sa boadella, Santa Clotilde, Lloret de Mar","250,000 €",2 hab. 68 m² Planta 2ª exterior con ascensor
Girona,"Piso en paseo de Josep Mundet, Sant Antoni, Calonge","450,000 €",3 hab. 114 m² Entreplanta exterior con ascensor
Girona,"Chalet adosado en carretera de Girona, L'Eixample, Sant Feliu de Guíxols","745,000 €",4 hab. 200 m²
Girona,"Piso en calle Josep Lluís Sert, Torre Valentina-Mas Vilar de La Mutxada-Treumal, Calonge","900,000 €",2 hab. 113 m² Planta 8ª exterior con ascensor
Girona,"Casa o chalet independiente en calle La Gavina, S'Agaró, Castell-Platja d'Aro","3,800,000 €",7 hab. 446 m²
Girona,"Casa o chalet independiente en calle Rosendo, Urbanitzacions del nord, Santa Cristina d'Aro","595,000 €",4 hab. 310 m²
Girona,"Piso en calle Parc Aumell, 4, Sant Antoni, Calonge","145,000 €",2 hab. 76 m² Planta 1ª interior sin ascensor
Girona,"Piso en flamicell, Sant Maurici, Empuriabrava","309,000 €",3 hab. 90 m² Planta 1ª exterior con ascensor
Girona,"Chalet adosado en calle de Viena, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","650,000 €",4 hab. 221 m²
Girona,"Chalet en Aiguafreda - Sa Tuna, Begur","1,650,000 €",4 hab. 390 m²
Girona,"Piso en Santa Eliana, Fenals, Castell-Platja d'Aro","395,000 €",4 hab. 137 m² Bajo exterior con ascensor
Girona,"Piso en siena, Centre-Estanys, Castell-Platja d'Aro","298,000 €",3 hab. 82 m² Planta 1ª exterior sin ascensor
Girona,"Piso en calle Grumet, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","280,000 €",3 hab. 90 m² Planta 1ª exterior con ascensor
Girona,"Piso en calle Josep Lluís Sert, Torre Valentina-Mas Vilar de La Mutxada-Treumal, Calonge","850,000 €",3 hab. 120 m² Planta 1ª exterior con ascensor
Girona,"Piso en calle Punta Prima, Port d'Aro, Castell-Platja d'Aro","675,000 €",1 hab. 78 m² Planta 5ª exterior con ascensor
Girona,Casa o chalet independiente en Peralada,"1,390,000 €",3 hab. 330 m²
Girona,"Chalet en calle Carmençó, Carmençó, Empuriabrava","569,000 €",5 hab. 160 m²
Girona,"Piso en Barri Vell, Girona","495,000 €",3 hab. 98 m² exterior con ascensor
Girona,"Chalet pareado en calle Nou D´algavira, L'Eixample, Sant Feliu de Guíxols","360,000 €",4 hab. 95 m²
Girona,"Piso en Ardales, Els Pavos, Blanes","230,000 €",3 hab. 112 m² Planta 2ª exterior con ascensor
Girona,"Chalet adosado en calle Petit de Raval, Centre, Blanes","190,000 €",3 hab. 111 m²
Girona,"Casa o chalet independiente en avenida Gavarres, Urbanitzacions del nord, Santa Cristina d'Aro","795,000 €",5 hab. 375 m²
Girona,"Piso en avenida Joan Carles I, Mont Ferrant - Sant Joan, Blanes","206,000 €",3 hab. 153 m² exterior sin ascensor
Girona,"Casa o chalet independiente en Serra Brava, Lloret de Mar","450,000 €",3 hab. 229 m²
Girona,"Casa o chalet independiente en Serra Brava, Lloret de Mar","1,600,000 €",4 hab. 361 m²
Girona,"Casa o chalet independiente en Montgoda, Lloret de Mar","1,390,000 €",5 hab. 458 m²
Girona,"Piso en Port Esportiu - Puig Rom - Canyelles, Roses","319,000 €",3 hab. 105 m² Bajo exterior sin ascensor
Girona,"Casa o chalet independiente en Puigmal - Mas Nou, Empuriabrava","340,000 €",3 hab. 190 m²
Girona,Casa o chalet independiente en Peralada,"3,450,000 €",5 hab. 958 m²
Girona,"Casa o chalet independiente en Roca Grossa, Lloret de Mar","495,000 €",3 hab. 262 m²
Girona,"Casa o chalet independiente en Port Esportiu - Puig Rom - Canyelles, Roses","1,395,000 €",8 hab. 530 m²
Girona,"Chalet adosado en Poblenou - L'Oliva Gran, Figueres","690,000 €",4 hab. 331 m²
Girona,"Casa o chalet independiente en S'Agaró, Castell-Platja d'Aro","650,000 €",3 hab. 182 m²
Girona,"Casa o chalet independiente en Carmençó, Empuriabrava","595,000 €",4 hab. 283 m²
Girona,"Chalet en Tamariu, Palafrugell","940,000 €",4 hab. 139 m²
Girona,"Casa o chalet independiente en Montjuïc, Girona","999,000 €",5 hab. 375 m²
Girona,"Chalet en Golf Costa Brava - Bufaganyes, Santa Cristina d'Aro","1,950,000 €",8 hab. 435 m²
Girona,"Chalet en Cala Sant Francesc - Santa Cristina, Blanes","225,000 €",5 hab. 117 m²
Girona,"Casa o chalet independiente en calle la Selva, Tamariu, Palafrugell","598,000 €",3 hab. 335 m²
Girona,"Piso en travesía de la Creu, Eixample, Girona","450,000 €",4 hab. 140 m² Planta 8ª exterior con ascensor
Girona,"Casa o chalet independiente en Serra Brava, Lloret de Mar","490,000 €",8 hab. 180 m²
Girona,"Piso en Casc Antic, Lloret de Mar","750,000 €",3 hab. 146 m² Planta 4ª exterior con ascensor
Girona,"Casa o chalet independiente en paseo Topazi, Los Pinos-Politur, Castell-Platja d'Aro","590,000 €",5 hab. 287 m²
Girona,"Casa o chalet independiente en avenida Platges de s'Agaró, S'Agaró, Castell-Platja d'Aro","3,975,000 €",7 hab. 694 m²
Girona,"Casa o chalet independiente en avenida del Rosselló, 7, Torre Valentina-Mas Vilar de La Mutxada-Treumal, Calonge","790,000 €",4 hab. 271 m²
Girona,"Piso en avenida Torre Valentina, Torre Valentina-Mas Vilar de La Mutxada-Treumal, Calonge","895,000 €",4 hab. 143 m² Planta 3ª exterior con ascensor
Girona,"Casa o chalet independiente en Barri Vell, Girona","990,000 €",5 hab. 345 m²
Girona,"Piso en calle de la Vila de Lloret, Mont Ferrant - Sant Joan, Blanes","89,000 €",3 hab. 81 m² Planta 1ª exterior con ascensor
Girona,"Piso en avenida de Juli Garreta, Centre, Sant Feliu de Guíxols","1,400,000 €",4 hab. 98 m² Planta 7ª exterior con ascensor
Girona,"Casa o chalet independiente en travesía Pinell, S'Agaró, Castell-Platja d'Aro","530,000 €",3 hab. 159 m²
Girona,"Piso en avenida de s'Agaró, Port d'Aro, Castell-Platja d'Aro","495,000 €",3 hab. 139 m² Planta 5ª exterior con ascensor
Girona,"Piso en calle Enric Morera, Fenals, Castell-Platja d'Aro","430,000 €",3 hab. 120 m² Bajo exterior sin ascensor
Girona,"Casa o chalet independiente en calle dels Pins, Urbanitzacions del nord, Santa Cristina d'Aro","775,000 €",4 hab. 272 m²
Girona,"Casa o chalet independiente en ronda Robi, Torre Valentina-Mas Vilar de La Mutxada-Treumal, Calonge","1,900,000 €",4 hab. 387 m²
Girona,"Casa o chalet independiente en calle del Mas, Urbanitzacions del nord, Santa Cristina d'Aro","3,200,000 €",3 hab. 700 m²
Girona,"Casa o chalet independiente en calle Agaro, S'Agaró, Castell-Platja d'Aro","1,495,000 €",4 hab. 166 m²
Girona,"Piso en paseo Marítim, Platja Llarga, Castell-Platja d'Aro","735,000 €",3 hab. 115 m² Planta 1ª exterior con ascensor
Girona,"Casa o chalet independiente en Lloc Urbanitzacio Sant Miquel d'Aro, Urbanitzacions del nord, Santa Cristina d'Aro","450,000 €",3 hab. 131 m²
Girona,"Casa o chalet independiente en calle de la Coma, Castell d'Aro, Castell-Platja d'Aro","1,200,000 €",4 hab. 725 m²
Girona,"Casa o chalet independiente en avenida del Rosselló, Torre Valentina-Mas Vilar de La Mutxada-Treumal, Calonge","1,490,000 €",4 hab. 361 m²
Girona,"Chalet adosado en Antoni Ferrer, L'Eixample, Sant Feliu de Guíxols","330,000 €",3 hab. 147 m²
Girona,Chalet pareado en Begur,"990,000 €",4 hab. 372 m²
Girona,"Piso en calle Iglesia, Fenals, Castell-Platja d'Aro","425,000 €",3 hab. 114 m² Planta 3ª exterior sin ascensor
Girona,"Piso en Bisbal, 6, Calonge Poble, Calonge","137,000 €",2 hab. 56 m² Bajo interior sin ascensor
Girona,"Piso en riera, s/n, Fenals, Lloret de Mar","159,000 €",2 hab. 65 m² Planta 4ª exterior con ascensor
Girona,"Dúplex en calle de Joan Maragall, 56, Eixample, Girona","740,000 €",5 hab. 205 m² Planta 7ª exterior con ascensor
Girona,"Dúplex en calle de Joan Maragall, 56, Eixample, Girona","740,000 €",5 hab. 205 m² Planta 7ª exterior con ascensor
Girona,"Piso en jaume I, 2, Centre, Roses","570,000 €",3 hab. 89 m² Planta 3ª exterior con ascensor
Girona,"Chalet adosado en Fragata, 50, Torre Valentina-Mas Vilar de La Mutxada-Treumal, Calonge","325,000 €",4 hab. 90 m²
Girona,"Piso en avenida Puigcerver, 15, Calonge Poble, Calonge","150,000 €",3 hab. 94 m² Planta 1ª exterior sin ascensor
Girona,"Casa o chalet independiente en avenida de José Díaz Pacheco, Port Esportiu - Puig Rom - Canyelles, Roses","2,870,000 €",6 hab. 631 m²
Girona,"Dúplex en calle Migdia, 114, Migdia Casernes, Girona","295,000 €",3 hab. 117 m² Planta 3ª exterior con ascensor
Girona,"Casa o chalet independiente en calle Salamanca, Nord, Roses","820,000 €",6 hab. 362 m²
Girona,"Dúplex en Selva, 20, S'Agaró, Castell-Platja d'Aro","369,000 €",3 hab. 101 m² Planta 1ª exterior sin ascensor
Girona,"Ático en calle de la Creu, 1, 1, Eixample, Girona","890,000 €",4 hab. 182 m² Planta 10ª exterior con ascensor
Girona,"Masía en Sant Daniel, 1, Barri Vell, Girona","550,000 €",4 hab. 205 m²
Girona,"Dúplex en calle del Riu Onyar, 20, Carme-Vistalegre, Girona","238,000 €",2 hab. 88 m² Planta 1ª exterior con ascensor
Girona,"Casa o chalet independiente en calle Torres Palau, 2, Palau, Girona","1,250,000 €",5 hab. 312 m²
Girona,"Dúplex en calle d'en Francesc Samsó, 13, Barri Vell, Girona","390,000 €",4 hab. 106 m² Bajo exterior con ascensor
Girona,"Piso en Grecia, 25, L'Estartit, Torroella de Montgrí","210,000 €",3 hab. 112 m² Planta 3ª exterior con ascensor
Girona,"Casa o chalet independiente en Mas Pallí, 28, Cabanyes-Mas Ambrós-Mas Pallí, Calonge","525,000 €",5 hab. 220 m²
Girona,"Casa o chalet independiente en calle Gironès, 84, Nord, Roses","475,000 €",4 hab. 188 m²
Girona,"Casa o chalet independiente en calle de Salvador Espriu, 21, Port Esportiu - Puig Rom - Canyelles, Roses","3,775,000 €",6 hab. 858 m²
Girona,"Casa o chalet independiente en avenida de José Díaz Pacheco, 87, Port Esportiu - Puig Rom - Canyelles, Roses","1,890,000 €",6 hab. 342 m²
Girona,"Casa o chalet independiente en Ebre, Segre - Ebre - Ter, Empuriabrava","755,000 €",3 hab. 180 m²
Girona,"Casa o chalet independiente en Medes, Cap Ras - Creus - Falconera, Empuriabrava","1,090,000 €",5 hab. 300 m²
Girona,"Chalet adosado en Ángel Guimera, Molí de Vent-La Sauleda-Santa Margarida, Palafrugell","420,000 €",4 hab. 250 m²
Girona,"Piso en calle del Cap Norfeu, Centre, Roses","220,000 €",3 hab. 107 m² Planta 5ª exterior con ascensor
Girona,"Casa o chalet independiente en Vidal Barraquer, Centre, Blanes","550,000 €",4 hab. 281 m²
Girona,"Casa o chalet independiente en alberes, Alberes, Empuriabrava","445,000 €",3 hab. 137 m²
Girona,"Casa o chalet independiente en Puig Ses Forques-Torre Colomina, Calonge","1,050,000 €",4 hab. 542 m²
Girona,"Casa o chalet independiente en calle Can Semi, 17249, Can Semi-Mas Nou-Mas Ros, Castell-Platja d'Aro","735,000 €",3 hab. 180 m²
Girona,"Casa o chalet independiente en calle Pedralta, El Mas Trempat, Santa Cristina d'Aro","895,000 €",4 hab. 284 m²
Girona,"Casa o chalet independiente en camino de les Bateries, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","700,000 €",3 hab. 152 m²
Girona,"Casa o chalet independiente en avenida Mimoses, Les Teules - Mas Pla, Santa Cristina d'Aro","1,500,000 €",7 hab. 496 m²
Girona,"Piso en avenida de Verona Terol, 3, Port d'Aro, Castell-Platja d'Aro","360,000 €",3 hab. 116 m² Bajo exterior con ascensor
Girona,"Casa o chalet independiente en calle Pere Puig i Llensa, Centre, Blanes","990,000 €",4 hab. 450 m²
Girona,"Piso en calle Punta Prima, 13, Port d'Aro, Castell-Platja d'Aro","675,000 €",1 hab. 75 m² Planta 5ª exterior con ascensor
Girona,"Casa o chalet independiente en calle Empúries, Cavall Bernat-Cala Rovira, Castell-Platja d'Aro","8,500,000 €",6 hab. 1.075 m²
Girona,"Casa de pueblo en calle de la Merceria, s/n, Peralada","840,000 €",5 hab. 463 m²
Girona,"Piso en calle del Pla de Fanals, Fenals, Lloret de Mar","220,000 €",3 hab. 94 m² Planta 5ª exterior con ascensor
Girona,"Casa o chalet independiente en calle de la Masia, Can Semi-Mas Nou-Mas Ros, Castell-Platja d'Aro","695,000 €",5 hab. 363 m²
Girona,"Chalet en calle Cerdanya, S'Agaró, Castell-Platja d'Aro","1,150,000 €",3 hab. 150 m²
Girona,"Chalet adosado en pueblo 0004, s/n, Maçanet de la Selva","315,000 €",4 hab. 236 m²
Girona,"Casa o chalet independiente en Amer, 36, Riells, L'Escala","550,000 €",4 hab. 199 m²
Girona,"Ático en Mar, s/n, Casco, Torroella de Montgrí","390,000 €",4 hab. 190 m² Planta 4ª exterior con ascensor
Girona,"Casa o chalet independiente en calle madrid, Puig Ses Forques-Torre Colomina, Calonge","1,180,000 €",5 hab. 398 m²
Girona,"Casa o chalet independiente en Sureda, Les Teules - Mas Pla, Santa Cristina d'Aro","575,000 €",4 hab. 222 m²
Girona,"Chalet pareado en pueblo 006, s/n, Maçanet de la Selva","239,000 €",3 hab. 133 m²
Girona,"Casa o chalet independiente en calle Crota, Can Semi-Mas Nou-Mas Ros, Castell-Platja d'Aro","1,850,000 €",6 hab. 663 m²
Girona,"Casa o chalet independiente en avenida de Les Mimoses, 92, Les Teules - Mas Pla, Santa Cristina d'Aro","270,000 €",3 hab. 90 m²
Girona,"Dúplex en calle Sant Antoni, Sant Antoni, Calonge","251,000 €",3 hab. 117 m² Planta 3ª exterior con ascensor
Girona,"Chalet adosado en calle Major, Castell d'Aro, Castell-Platja d'Aro","465,000 €",3 hab. 209 m²
Girona,"Casa o chalet independiente en vicenç bou, Fenals, Castell-Platja d'Aro","600,000 €",4 hab. 199 m²
Girona,"Casa o chalet independiente en geranis, Can Semi-Mas Nou-Mas Ros, Castell-Platja d'Aro","950,000 €",4 hab. 313 m²
Girona,"Casa o chalet independiente en Ter, Puig Ses Forques-Torre Colomina, Calonge","550,000 €",4 hab. 271 m²
Girona,"Piso en Urbanitzacio de Rosamar, Rosamar, Santa Cristina d'Aro","225,000 €",3 hab. 100 m² Planta 1ª exterior sin ascensor
Girona,"Ático en calle de París, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","1,400,000 €",4 hab. 113 m² Planta 5ª exterior con ascensor
Girona,"Chalet adosado en calle d'Enric Heriz I Campaneria, Santa Cristina Poble, Santa Cristina d'Aro","350,000 €",4 hab. 149 m²
Girona,"Chalet en Fornells - Aiguablava, Begur","996,000 €",3 hab. 321 m²
Girona,"Casa o chalet independiente en calle Joan Timoneda, Port Esportiu - Puig Rom - Canyelles, Roses","650,000 €",4 hab. 196 m²
Girona,"Casa o chalet independiente en Av. Vall d'Aro, S'Agaró, Castell-Platja d'Aro","750,000 €",2 hab. 103 m²
Girona,"Piso en calle d'Amadeu Vives, Mont Ferrant - Sant Joan, Blanes","130,000 €",2 hab. 80 m² Planta 3ª exterior sin ascensor
Girona,"Casa o chalet independiente en pallars, 14, S'Agaró, Castell-Platja d'Aro","900,000 €",6 hab. 400 m²
Girona,"Casa o chalet independiente en Cala Sant Francesc - Santa Cristina, Blanes","450,000 €",4 hab. 272 m²
Girona,"Casa o chalet independiente en calle Vicens Bou, 48, Fenals, Castell-Platja d'Aro","740,000 €",4 hab. 304 m²
Girona,"Casa o chalet independiente en pallars, 14, S'Agaró, Castell-Platja d'Aro","900,000 €",6 hab. 400 m²
Girona,"Piso en calle Doctor Barraquer, 41, Centre, Roses","154,000 €",3 hab. 70 m² Planta 1ª exterior con ascensor
Girona,"Casa o chalet independiente en calle de Goya, Piverd-La Roella-Bruguerol, Palafrugell","420,000 €",4 hab. 173 m²
Girona,"Casa o chalet independiente en calle es vent, Sa Riera - Sa Fontansa, Begur","3,400,000 €",5 hab. 408 m²
Girona,"Casa o chalet independiente en Urb. Vall Repos, Urbanitzacions del nord, Santa Cristina d'Aro","580,000 €",4 hab. 306 m²
Girona,"Piso en carretera de girona, L'Eixample, Sant Feliu de Guíxols","175,000 €",2 hab. 80 m² Bajo exterior sin ascensor
Girona,"Ático en travesía Pinell, 4, S'Agaró, Castell-Platja d'Aro","450,000 €",3 hab. 100 m² Planta 2ª exterior sin ascensor
Girona,"Piso en Tramuntana, 53, Port d'Aro, Castell-Platja d'Aro","350,000 €",2 hab. 88 m² Bajo exterior sin ascensor
Girona,"Chalet adosado en plaza del President Irla, Santa Cristina Poble, Santa Cristina d'Aro","365,000 €",3 hab. 177 m²
Girona,"Casa o chalet independiente en bateries, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","2,400,000 €",6 hab. 598 m²
Girona,"Piso en carretera de Sant Pol, 436, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","355,000 €",2 hab. 76 m² Planta 2ª exterior sin ascensor
Girona,"Casa o chalet independiente en Sant feliu de guixols, Port Salvi - Puntabrava, Sant Feliu de Guíxols","1,500,000 €",5 hab. 326 m²
Girona,"Casa o chalet independiente en calle de l'Aneto, Tamariu, Palafrugell","750,000 €",3 hab. 188 m²
Girona,"Casa o chalet independiente en calle del Perú, Tamariu, Palafrugell","795,000 €",3 hab. 172 m²
Girona,"Casa o chalet independiente en calle Milan, Cabanyes-Mas Ambrós-Mas Pallí, Calonge","700,000 €",6 hab. 368 m²
Girona,"Piso en paseo dels Guíxols, Centre, Sant Feliu de Guíxols","240,000 €",2 hab. 80 m² Planta 3ª exterior con ascensor
Girona,"Casa o chalet independiente en Requesens, Requesens, Empuriabrava","445,000 €",4 hab. 170 m²
Girona,"Casa o chalet independiente en calle de Mas Terrats, 14, Mont Ferrant - Sant Joan, Blanes","790,000 €",9 hab. 350 m²
Girona,"Dúplex en calle Mas Massonet, Mont Ferrant - Sant Joan, Blanes","275,000 €",5 hab. 154 m² Planta 1ª exterior con ascensor
Girona,"Casa o chalet independiente en avenida del carrilet, Castell d'Aro, Castell-Platja d'Aro","630,000 €",4 hab. 205 m²
Girona,"Piso en calle Ángel, 2, Creu de la Ma - Rally sur, Figueres","225,000 €",3 hab. 144 m² Entreplanta interior con ascensor
Girona,"Casa o chalet independiente en calle Maresme, Urbanitzacions, Lloret de Mar","286,000 €",5 hab. 160 m²
Girona,"Casa o chalet independiente en calle Bellpuig, Montjuïc, Girona","699,500 €",5 hab. 315 m²
Girona,"Dúplex en calle de Joan Maragall, Eixample, Girona","740,000 €",5 hab. 205 m² Planta 8ª exterior con ascensor
Girona,"Piso en travesía de la Creu, Eixample, Girona","255,000 €",2 hab. 91 m² Entreplanta exterior sin ascensor
Girona,"Casa o chalet independiente en Serra Brava, Lloret de Mar","590,000 €",6 hab. 321 m²
Girona,"Piso en paseo de Josep Mundet, Sant Antoni, Calonge","450,000 €",2 hab. 77 m² Planta 1ª exterior con ascensor
Girona,"Piso en calle n sra Montserrat, 5, Platja Llarga, Castell-Platja d'Aro","735,000 €",3 hab. 140 m² Planta 2ª exterior con ascensor
Girona,"Casa o chalet independiente en calle de Francesc Folguera, Centre, Blanes","850,000 €",6 hab. 347 m²
Girona,"Casa o chalet independiente en calle Berna, Cabanyes-Mas Ambrós-Mas Pallí, Calonge","1,800,000 €",3 hab. 384 m²
Girona,"Piso en Illes Balears, Semicentre, Blanes","169,900 €",3 hab. 122 m² Bajo exterior con ascensor
Girona,"Piso en calle n sra Montserrat, 5, Platja Llarga, Castell-Platja d'Aro","735,000 €",3 hab. 140 m² Planta 2ª exterior con ascensor
Girona,"Casa o chalet independiente en calle Puig dels Daus, Mas Pere-Río de Oro, Calonge","375,000 €",3 hab. 107 m²
Girona,"Casa o chalet independiente en calle Berna, Cabanyes-Mas Ambrós-Mas Pallí, Calonge","1,800,000 €",3 hab. 384 m²
Girona,"Dúplex en calle Joan Maragall, Centre, Sant Feliu de Guíxols","265,000 €",4 hab. 120 m² Planta 1ª exterior sin ascensor
Girona,"Chalet en calle Cellera de Ter, Mas Altaba-El Molí, Maçanet de la Selva","96,000 €",3 hab. 92 m²
Girona,"Casa o chalet independiente en calle Sant Damià, Cala Sant Francesc - Santa Cristina, Blanes","275,000 €",3 hab. 117 m²
Girona,"Casa o chalet independiente en calle de la Masia, Urbanitzacions del nord, Santa Cristina d'Aro","975,000 €",4 hab. 500 m²
Girona,"Casa o chalet independiente en calle Frankfurt, Cabanyes-Mas Ambrós-Mas Pallí, Calonge","789,000 €",4 hab. 343 m²
Girona,"Chalet en calle de Ramon Berenguer, Sa Riera - Sa Fontansa, Begur","649,000 €",3 hab. 182 m²
Girona,"Piso en avenida centro, Santa Cristina Poble, Santa Cristina d'Aro","167,000 €",4 hab. 118 m² Planta 2ª exterior sin ascensor
Girona,"Casa o chalet independiente en calle de les Agudes, Golf Costa Brava - Bufaganyes, Santa Cristina d'Aro","284,990 €",2 hab. 120 m²
Girona,"Chalet adosado en calle Pabellón, s/n, Begur","990,000 €",4 hab. 373 m²
Girona,"Ático en Devesa, Girona","795,000 €",4 hab. 202 m² Planta 3ª exterior con ascensor
Girona,"Piso en Santa Clotilde, Lloret de Mar","260,000 €",2 hab. 99 m² Planta 1ª exterior con ascensor
Girona,"Chalet adosado en Tramuntana, S'Agaró, Castell-Platja d'Aro","440,000 €",3 hab. 145 m²
Girona,"Piso en Garrotxa, 20, S'Agaró, Castell-Platja d'Aro","329,000 €",3 hab. 81 m² Planta 2ª exterior con ascensor
Girona,"Piso en Av. Vall d'Aro, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","435,000 €",3 hab. 95 m² Bajo exterior con ascensor
Girona,"Chalet adosado en calle Pabellón, s/n, Begur","990,000 €",4 hab. 373 m²
Girona,"Piso en roure, Los Pinos-Politur, Castell-Platja d'Aro","320,000 €",3 hab. 92 m² Bajo exterior sin ascensor
Girona,"Piso en san pol, S'Agaró, Castell-Platja d'Aro","275,000 €",3 hab. 75 m² Planta 1ª exterior con ascensor
Girona,"Chalet en Cala Sant Francesc - Santa Cristina, Blanes","790,000 €",3 hab. 110 m²
Girona,"Piso en plaza del Vi, 5, Barri Vell, Girona","495,000 €",3 hab. 172 m² Planta 1ª exterior sin ascensor
Girona,"Piso en carretera de Sant Pol, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","340,000 €",2 hab. 76 m² Planta 2ª exterior sin ascensor
Girona,"Casa o chalet independiente en calle Marià Fortuny, Mont Ferrant - Sant Joan, Blanes","899,000 €",5 hab. 398 m²
Girona,"Casa o chalet independiente en calle de l'Aneto, Tamariu, Palafrugell","750,000 €",3 hab. 188 m²
Girona,"Casa o chalet independiente en maresme 008, s/n, Residencial Park, Maçanet de la Selva","245,000 €",4 hab. 140 m²
Girona,"Chalet en calle de Raval, Centre, Blanes","550,000 €",5 hab. 474 m²
Girona,"Casa o chalet independiente en Fenals, Lloret de Mar","520,000 €",5 hab. 142 m²
Girona,"Piso en avenida Vila de Blanes, Fenals, Lloret de Mar","87,000 €",1 hab. 40 m² Planta 1ª exterior con ascensor
Girona,"Casa o chalet independiente en Montseny, Montgrí, Empuriabrava","399,900 €",2 hab. 143 m²
Girona,"Piso en calle Puerto Rico, Fenals, Lloret de Mar","319,000 €",4 hab. 105 m² Planta 1ª exterior con ascensor
